tau,s_tmp,cash,delta,pv,r_for,q,PL,,
0_1-th Autocalled,291.234,1.02517,0,1.023,,,0.00216559,0.01416559,1
0_1-th Autocalled,332.895,1.02784,0,1.023,,,0.00483801,0.01683801,1
1_6-th Autocalled,147.012,-0.00330859,0.00336451,0.494624,,,-0.00330859,0.00869141,1
0_1-th Autocalled,315.279,1.02421,0,1.023,,,0.00121403,0.01321403,1
0_1-th Autocalled,325.371,1.02312,0,1.023,,,0.000121444,0.012121444,1
0_1-th Autocalled,284.681,1.01285,0,1.023,,,-0.0101496,0.0018504,1
0_2-th Autocalled,318.446,1.04629,0,1.046,,,0.000289764,0.012289764,1
1_6-th Autocalled,57.5487,0.00529609,0.00336451,0.193623,,,0.00529609,0.01729609,1
0_2-th Autocalled,289.84,1.05077,0,1.046,,,0.00476723,0.01676723,1
0_1-th Autocalled,326.873,1.02187,0,1.023,,,-0.00113358,0.01086642,1
0_2-th Autocalled,296.206,1.06034,0,1.046,,,0.0143447,0.0263447,1
0_1-th Autocalled,303.146,1.02327,0,1.023,,,0.000266917,0.012266917,1
1_6-th Autocalled,191.405,-0.00293439,0.00336451,0.643985,,,-0.00293439,0.00906561,1
0_5-th Autocalled,300.007,1.11745,0,1.115,,,0.00245427,0.01445427,1
0_1-th Autocalled,303.787,1.02298,0,1.023,,,-2.08E-05,0.011979244,1
0_3-th Autocalled,297.968,1.06677,0,1.069,,,-0.00223156,0.00976844,1
0_1-th Autocalled,360.376,1.02139,0,1.023,,,-0.00161299,0.01038701,1
0_1-th Autocalled,284.263,-0.524385,0.00540837,1.023,,,-0.00998533,0.00201467,1
0_2-th Autocalled,291.2,1.0346,0,1.046,,,-0.0113965,0.0006035,1
0_1-th Autocalled,320.861,1.02486,0,1.023,,,0.00186434,0.01386434,1
0_1-th Autocalled,364.381,1.02593,0,1.023,,,0.00293461,0.01493461,1
0_1-th Autocalled,304.189,1.02454,0,1.023,,,0.00153882,0.01353882,1
0_1-th Autocalled,298.088,1.02248,0,1.023,,,-0.000521787,0.011478213,1
0_1-th Autocalled,286.784,1.02222,0,1.023,,,-0.0007794,0.0112206,1
0_1-th Autocalled,314.746,1.02233,0,1.023,,,-0.000672298,0.011327702,1
0_1-th Autocalled,308.709,1.02373,0,1.023,,,0.00072833,0.01272833,1
1_6-th Autocalled,222.804,0.00961921,0.00336451,0.749626,,,0.00961921,0.02161921,1
0_1-th Autocalled,296.432,1.02158,0,1.023,,,-0.00141649,0.01058351,1
0_1-th Autocalled,317.998,1.02406,0,1.023,,,0.00105697,0.01305697,1
0_1-th Autocalled,307.219,1.02014,0,1.023,,,-0.00286182,0.00913818,1
0_1-th Autocalled,307.055,1.02053,0,1.023,,,-0.00247434,0.00952566,1
1_6-th Autocalled,82.5863,-0.0016202,0.00336451,0.277862,,,-0.0016202,0.0103798,1
0_1-th Autocalled,343.395,1.02149,0,1.023,,,-0.00151177,0.01048823,1
0_1-th Autocalled,312.303,1.02207,0,1.023,,,-0.000931755,0.011068245,1
0_1-th Autocalled,298.297,1.02129,0,1.023,,,-0.00171119,0.01028881,1
0_1-th Autocalled,312.164,1.02317,0,1.023,,,0.000168723,0.012168723,1
0_1-th Autocalled,302.879,1.02301,0,1.023,,,7.38E-06,0.012007384,1
0_2-th Autocalled,293.489,1.04372,0,1.046,,,-0.00227813,0.00972187,1
0_3-th Autocalled,292.432,1.06841,0,1.069,,,-0.000593006,0.011406994,1
0_1-th Autocalled,311.431,1.02901,0,1.023,,,0.0060086,0.0180086,1
0_1-th Autocalled,301.746,1.01958,0,1.023,,,-0.00341745,0.00858255,1
0_1-th Autocalled,285.314,1.0187,0,1.023,,,-0.00430362,0.00769638,1
0_1-th Autocalled,316.312,1.02648,0,1.023,,,0.00348199,0.01548199,1
0_1-th Autocalled,309.657,1.02251,0,1.023,,,-0.000489567,0.011510433,1
0_1-th Autocalled,295.367,1.02062,0,1.023,,,-0.00238301,0.00961699,1
0_6-th Autocalled,250.572,1.11869,0,1.138,,,-0.0193142,-0.0073142,0
1_6-th Autocalled,189.771,-0.0073092,0.00336451,0.638488,,,-0.0073092,0.0046908,1
0_1-th Autocalled,319.562,1.02013,0,1.023,,,-0.00286821,0.00913179,1
0_6-th Autocalled,188.781,1.11037,0,1.138,,,-0.0276251,-0.0156251,0
0_2-th Autocalled,303.418,1.04262,0,1.046,,,-0.00337724,0.00862276,1
0_1-th Autocalled,286.202,1.02429,0,1.023,,,0.00128618,0.01328618,1
0_1-th Autocalled,308.378,1.02205,0,1.023,,,-0.000954919,0.011045081,1
0_3-th Autocalled,311.905,1.07655,0,1.069,,,0.00755322,0.01955322,1
0_2-th Autocalled,325.179,1.04426,0,1.046,,,-0.00173792,0.01026208,1
0_1-th Autocalled,318.691,1.02227,0,1.023,,,-0.000734688,0.011265312,1
1_6-th Autocalled,187.633,-0.00836114,0.00336451,0.631295,,,-0.00836114,0.00363886,1
0_1-th Autocalled,296.47,1.01966,0,1.023,,,-0.00333939,0.00866061,1
0_1-th Autocalled,293.482,1.0248,0,1.023,,,0.0018006,0.0138006,1
0_1-th Autocalled,309.462,1.02179,0,1.023,,,-0.00121191,0.01078809,1
0_1-th Autocalled,309.48,1.02653,0,1.023,,,0.003534,0.015534,1
0_1-th Autocalled,336.761,1.0221,0,1.023,,,-0.000900218,0.011099782,1
1_6-th Autocalled,172.036,-0.0157396,0.00336451,0.578818,,,-0.0157396,-0.0037396,0
0_1-th Autocalled,326.669,1.02334,0,1.023,,,0.000342891,0.012342891,1
0_1-th Autocalled,298.888,1.02118,0,1.023,,,-0.00181511,0.01018489,1
0_1-th Autocalled,336.209,1.02106,0,1.023,,,-0.00193848,0.01006152,1
0_1-th Autocalled,331.718,1.02172,0,1.023,,,-0.00128292,0.01071708,1
0_1-th Autocalled,304.346,1.02333,0,1.023,,,0.000329696,0.012329696,1
0_1-th Autocalled,303.735,1.02494,0,1.023,,,0.00194268,0.01394268,1
0_3-th Autocalled,315.674,1.06814,0,1.069,,,-0.000863961,0.011136039,1
0_1-th Autocalled,329.651,1.02447,0,1.023,,,0.00147417,0.01347417,1
0_1-th Autocalled,319.473,1.02578,0,1.023,,,0.00277504,0.01477504,1
0_1-th Autocalled,312.433,1.01925,0,1.023,,,-0.00375083,0.00824917,1
0_2-th Autocalled,284.811,1.05076,0,1.046,,,0.00475659,0.01675659,1
0_1-th Autocalled,295.775,1.02068,0,1.023,,,-0.00231621,0.00968379,1
0_6-th Autocalled,296.928,1.14175,0,1.138,,,0.00375428,0.01575428,1
0_1-th Autocalled,304.12,1.02427,0,1.023,,,0.00126947,0.01326947,1
0_1-th Autocalled,289.064,1.01962,0,1.023,,,-0.00338013,0.00861987,1
0_1-th Autocalled,326.965,1.0184,0,1.023,,,-0.00460452,0.00739548,1
0_1-th Autocalled,303.16,1.01422,0,1.023,,,-0.00878281,0.00321719,1
0_1-th Autocalled,301.113,1.02059,0,1.023,,,-0.00241284,0.00958716,1
1_6-th Autocalled,110.383,0.0037061,0.00336451,0.371385,,,0.0037061,0.0157061,1
0_3-th Autocalled,277.54,1.06422,0,1.069,,,-0.00478411,0.00721589,1
0_1-th Autocalled,297.738,1.02815,0,1.023,,,0.00514554,0.01714554,1
0_2-th Autocalled,284.207,0.409024,0.00220944,1.046,,,-0.00903671,0.00296329,1
0_1-th Autocalled,285.848,1.01603,0,1.023,,,-0.00696528,0.00503472,1
0_3-th Autocalled,291.61,1.07288,0,1.069,,,0.00388367,0.01588367,1
0_2-th Autocalled,306.012,1.04422,0,1.046,,,-0.0017809,0.0102191,1
0_1-th Autocalled,316.659,1.02379,0,1.023,,,0.000793387,0.012793387,1
0_6-th Autocalled,240.582,1.09827,0,1.138,,,-0.0397276,-0.0277276,0
0_6-th Autocalled,254.963,1.11577,0,1.138,,,-0.0222301,-0.0102301,0
0_1-th Autocalled,316.28,1.02094,0,1.023,,,-0.00205793,0.00994207,1
1_6-th Autocalled,146.52,-0.0260365,0.00336451,0.492967,,,-0.0260365,-0.0140365,0
0_1-th Autocalled,293.944,1.02537,0,1.023,,,0.00237229,0.01437229,1
0_1-th Autocalled,308.909,1.02035,0,1.023,,,-0.00264894,0.00935106,1
1_6-th Autocalled,213.905,-0.0233791,0.00336451,0.719684,,,-0.0233791,-0.0113791,0
0_1-th Autocalled,331.626,1.0238,0,1.023,,,0.000804254,0.012804254,1
0_1-th Autocalled,307.371,1.02036,0,1.023,,,-0.00264271,0.00935729,1
0_1-th Autocalled,329.157,1.02097,0,1.023,,,-0.00203296,0.00996704,1
0_4-th Autocalled,289.269,1.09543,0,1.092,,,0.00342837,0.01542837,1
0_2-th Autocalled,287.393,1.05432,0,1.046,,,0.00831866,0.02031866,1
0_1-th Autocalled,323.744,1.02472,0,1.023,,,0.00172013,0.01372013,1
0_1-th Autocalled,324.487,1.02362,0,1.023,,,0.000624516,0.012624516,1
0_1-th Autocalled,293.342,1.02415,0,1.023,,,0.00115308,0.01315308,1
0_1-th Autocalled,368.799,1.02204,0,1.023,,,-0.000955453,0.011044547,1
0_1-th Autocalled,307.747,1.0235,0,1.023,,,0.000501909,0.012501909,1
0_3-th Autocalled,295.548,1.06498,0,1.069,,,-0.00401872,0.00798128,1
0_1-th Autocalled,338.898,1.01936,0,1.023,,,-0.00363537,0.00836463,1
0_1-th Autocalled,333.71,1.02103,0,1.023,,,-0.00197386,0.01002614,1
0_6-th Autocalled,204.747,1.11386,0,1.138,,,-0.0241356,-0.0121356,0
0_1-th Autocalled,306.979,1.02165,0,1.023,,,-0.00135417,0.01064583,1
0_3-th Autocalled,283.292,1.06753,0,1.069,,,-0.00147179,0.01052821,1
0_6-th Autocalled,254.49,1.15123,0,1.138,,,0.0132309,0.0252309,1
0_1-th Autocalled,295.023,1.02388,0,1.023,,,0.000882095,0.012882095,1
0_1-th Autocalled,286.036,1.01799,0,1.023,,,-0.00500674,0.00699326,1
0_6-th Autocalled,223.795,1.13391,0,1.138,,,-0.0040857,0.0079143,1
1_5-th Autocalled,254.457,-13.6755,0.0579774,1.115,,,-0.0377343,-0.0257343,0
0_2-th Autocalled,311.845,1.04794,0,1.046,,,0.00194198,0.01394198,1
0_1-th Autocalled,305.394,1.01922,0,1.023,,,-0.00377781,0.00822219,1
0_1-th Autocalled,314.838,1.0222,0,1.023,,,-0.000797031,0.011202969,1
0_1-th Autocalled,293.944,1.01941,0,1.023,,,-0.00359278,0.00840722,1
0_6-th Autocalled,233.833,1.13342,0,1.138,,,-0.0045797,0.0074203,1
0_1-th Autocalled,291.622,1.02249,0,1.023,,,-0.000506241,0.011493759,1
0_1-th Autocalled,300.304,1.02271,0,1.023,,,-0.00028758,0.01171242,1
0_1-th Autocalled,306.356,1.02296,0,1.023,,,-4.50E-05,0.011955049,1
0_4-th Autocalled,272.618,1.08347,0,1.092,,,-0.00852835,0.00347165,1
0_1-th Autocalled,309.347,1.0251,0,1.023,,,0.00209932,0.01409932,1
0_1-th Autocalled,294.882,1.023,0,1.023,,,3.90E-06,0.012003904,1
0_1-th Autocalled,292.969,1.02192,0,1.023,,,-0.0010782,0.0109218,1
0_1-th Autocalled,308.4,1.01996,0,1.023,,,-0.00303632,0.00896368,1
0_1-th Autocalled,298.123,1.02198,0,1.023,,,-0.00101866,0.01098134,1
0_1-th Autocalled,298.609,1.02229,0,1.023,,,-0.000707217,0.011292783,1
0_3-th Autocalled,291.43,1.06322,0,1.069,,,-0.00577517,0.00622483,1
0_1-th Autocalled,284.244,-0.526322,0.00540837,1.023,,,-0.0120259,-2.59E-05,0
0_1-th Autocalled,285.67,1.02173,0,1.023,,,-0.00126642,0.01073358,1
0_2-th Autocalled,284.793,1.04215,0,1.046,,,-0.00384642,0.00815358,1
0_1-th Autocalled,332.377,1.0228,0,1.023,,,-0.00020127,0.01179873,1
1_6-th Autocalled,113.567,-0.00371899,0.00336451,0.382098,,,-0.00371899,0.00828101,1
0_5-th Autocalled,256.644,1.11067,0,1.115,,,-0.00433069,0.00766931,1
0_1-th Autocalled,297.222,1.02414,0,1.023,,,0.00114166,0.01314166,1
0_1-th Autocalled,331.776,1.02453,0,1.023,,,0.0015305,0.0135305,1
1_6-th Autocalled,283.928,1.1327,0,1.138,,,-0.00529747,0.00670253,1
0_5-th Autocalled,290.692,1.11553,0,1.115,,,0.000534193,0.012534193,1
0_2-th Autocalled,330.343,1.04447,0,1.046,,,-0.00152967,0.01047033,1
0_5-th Autocalled,294.455,1.10478,0,1.115,,,-0.0102236,0.0017764,1
0_1-th Autocalled,292.949,1.01987,0,1.023,,,-0.00312851,0.00887149,1
0_2-th Autocalled,293.361,1.04451,0,1.046,,,-0.00148562,0.01051438,1
0_1-th Autocalled,295.098,1.02577,0,1.023,,,0.00276776,0.01476776,1
0_1-th Autocalled,290.936,1.02339,0,1.023,,,0.000389681,0.012389681,1
0_1-th Autocalled,326.718,1.02021,0,1.023,,,-0.00279111,0.00920889,1
0_1-th Autocalled,291.393,1.02328,0,1.023,,,0.000280907,0.012280907,1
0_1-th Autocalled,295.924,1.02054,0,1.023,,,-0.00245646,0.00954354,1
0_1-th Autocalled,311.516,1.02301,0,1.023,,,6.27E-06,0.012006271,1
0_2-th Autocalled,312.284,1.04773,0,1.046,,,0.00173361,0.01373361,1
1_6-th Autocalled,180.575,-0.0168091,0.00336451,0.607547,,,-0.0168091,-0.0048091,0
0_2-th Autocalled,292.972,1.04681,0,1.046,,,0.000810234,0.012810234,1
0_6-th Autocalled,204.108,1.11157,0,1.138,,,-0.0264252,-0.0144252,0
0_2-th Autocalled,359.848,1.04158,0,1.046,,,-0.00441523,0.00758477,1
1_6-th Autocalled,146.103,-0.0113539,0.00336451,0.491566,,,-0.0113539,0.0006461,1
0_3-th Autocalled,295.701,1.06215,0,1.069,,,-0.00684574,0.00515426,1
0_1-th Autocalled,314.887,1.02202,0,1.023,,,-0.000976832,0.011023168,1
0_2-th Autocalled,292.923,1.04609,0,1.046,,,8.57E-05,0.01208571,1
0_2-th Autocalled,290.954,1.04364,0,1.046,,,-0.00236484,0.00963516,1
0_1-th Autocalled,316.4,1.02311,0,1.023,,,0.000108658,0.012108658,1
1_6-th Autocalled,188.538,-0.00121579,0.00336451,0.634339,,,-0.00121579,0.01078421,1
0_1-th Autocalled,288.318,1.02212,0,1.023,,,-0.000883681,0.011116319,1
0_1-th Autocalled,299.22,1.02097,0,1.023,,,-0.00202928,0.00997072,1
0_1-th Autocalled,284.696,1.02126,0,1.023,,,-0.00173653,0.01026347,1
0_3-th Autocalled,271.506,1.07382,0,1.069,,,0.00482448,0.01682448,1
0_1-th Autocalled,283.192,-0.521451,0.00540837,1.023,,,-0.0128427,-0.0008427,0
0_1-th Autocalled,321.45,1.02916,0,1.023,,,0.00616013,0.01816013,1
0_1-th Autocalled,316.654,1.023,0,1.023,,,3.16E-06,0.012003163,1
0_1-th Autocalled,294.424,1.02318,0,1.023,,,0.000178453,0.012178453,1
0_3-th Autocalled,281.283,1.07578,0,1.069,,,0.00678305,0.01878305,1
0_5-th Autocalled,269.276,1.12468,0,1.115,,,0.00968207,0.02168207,1
0_1-th Autocalled,282.696,-0.729256,0.00615657,1.023,,,-0.0118221,0.0001779,1
0_1-th Autocalled,330.514,1.02925,0,1.023,,,0.00624622,0.01824622,1
0_1-th Autocalled,284.179,-0.52513,0.00540837,1.023,,,-0.0111823,0.0008177,1
0_1-th Autocalled,287.257,1.01936,0,1.023,,,-0.0036429,0.0083571,1
0_1-th Autocalled,295.29,1.0196,0,1.023,,,-0.00340053,0.00859947,1
0_1-th Autocalled,300.768,1.02363,0,1.023,,,0.000629563,0.012629563,1
0_2-th Autocalled,330.15,1.04276,0,1.046,,,-0.00324375,0.00875625,1
0_1-th Autocalled,334.91,1.02231,0,1.023,,,-0.00069207,0.01130793,1
0_1-th Autocalled,319.709,1.02029,0,1.023,,,-0.00270717,0.00929283,1
0_2-th Autocalled,296.466,1.05084,0,1.046,,,0.00483574,0.01683574,1
0_1-th Autocalled,289.987,1.02392,0,1.023,,,0.000922968,0.012922968,1
0_6-th Autocalled,215.673,1.13849,0,1.138,,,0.000493947,0.012493947,1
0_1-th Autocalled,309.321,1.02083,0,1.023,,,-0.00216576,0.00983424,1
0_3-th Autocalled,314.584,1.06521,0,1.069,,,-0.00379394,0.00820606,1
0_1-th Autocalled,289.638,1.02295,0,1.023,,,-5.20E-05,0.011948034,1
0_2-th Autocalled,286.111,1.04561,0,1.046,,,-0.000387127,0.011612873,1
0_1-th Autocalled,297.397,1.02176,0,1.023,,,-0.0012444,0.0107556,1
0_1-th Autocalled,316.543,1.02186,0,1.023,,,-0.0011381,0.0108619,1
0_1-th Autocalled,291.902,1.02137,0,1.023,,,-0.00162587,0.01037413,1
0_1-th Autocalled,285.059,1.02061,0,1.023,,,-0.00239126,0.00960874,1
0_1-th Autocalled,300.779,1.02236,0,1.023,,,-0.000642048,0.011357952,1
0_1-th Autocalled,298.309,1.02041,0,1.023,,,-0.00258689,0.00941311,1
0_1-th Autocalled,289.34,1.01922,0,1.023,,,-0.00377569,0.00822431,1
0_1-th Autocalled,284.931,1.0221,0,1.023,,,-0.000899242,0.011100758,1
0_1-th Autocalled,323.217,1.02232,0,1.023,,,-0.000680405,0.011319595,1
0_1-th Autocalled,291.792,1.02537,0,1.023,,,0.00237088,0.01437088,1
0_1-th Autocalled,308.439,1.02403,0,1.023,,,0.00103472,0.01303472,1
0_1-th Autocalled,310.446,1.02404,0,1.023,,,0.00103757,0.01303757,1
0_1-th Autocalled,287.658,1.02504,0,1.023,,,0.00203651,0.01403651,1
0_1-th Autocalled,333.886,1.02504,0,1.023,,,0.00204002,0.01404002,1
0_1-th Autocalled,333.06,1.02319,0,1.023,,,0.000187859,0.012187859,1
0_1-th Autocalled,315.591,1.0223,0,1.023,,,-0.000704615,0.011295385,1
0_1-th Autocalled,351.284,1.02324,0,1.023,,,0.000236288,0.012236288,1
0_1-th Autocalled,292.136,1.02202,0,1.023,,,-0.000983139,0.011016861,1
0_1-th Autocalled,316.826,1.0215,0,1.023,,,-0.00149738,0.01050262,1
0_1-th Autocalled,364.74,1.02693,0,1.023,,,0.00393408,0.01593408,1
0_1-th Autocalled,292.353,1.01919,0,1.023,,,-0.00380555,0.00819445,1
0_1-th Autocalled,335.258,1.02488,0,1.023,,,0.00187542,0.01387542,1
0_1-th Autocalled,296.368,1.02172,0,1.023,,,-0.00127718,0.01072282,1
1_6-th Autocalled,157.252,-0.00408213,0.00336451,0.529076,,,-0.00408213,0.00791787,1
0_2-th Autocalled,309.96,1.04936,0,1.046,,,0.00335916,0.01535916,1
0_1-th Autocalled,324.004,1.02218,0,1.023,,,-0.000820188,0.011179812,1
0_1-th Autocalled,284.567,-0.520419,0.00540837,1.023,,,-0.00437465,0.00762535,1
0_1-th Autocalled,292.593,1.02472,0,1.023,,,0.0017164,0.0137164,1
0_1-th Autocalled,303.779,1.02139,0,1.023,,,-0.00161123,0.01038877,1
0_1-th Autocalled,290.22,1.02304,0,1.023,,,3.91E-05,0.012039078,1
0_1-th Autocalled,315.132,1.02186,0,1.023,,,-0.0011355,0.0108645,1
0_1-th Autocalled,293.064,1.02317,0,1.023,,,0.000165839,0.012165839,1
0_1-th Autocalled,295.556,1.01788,0,1.023,,,-0.00512337,0.00687663,1
0_1-th Autocalled,310.81,1.02438,0,1.023,,,0.00138304,0.01338304,1
0_1-th Autocalled,304.866,1.02079,0,1.023,,,-0.00220551,0.00979449,1
0_1-th Autocalled,314.936,1.02388,0,1.023,,,0.00088263,0.01288263,1
0_3-th Autocalled,281.464,1.07661,0,1.069,,,0.007606,0.019606,1
0_1-th Autocalled,344.039,1.02476,0,1.023,,,0.00175681,0.01375681,1
0_1-th Autocalled,304.358,1.0186,0,1.023,,,-0.00440457,0.00759543,1
0_2-th Autocalled,284.474,0.419112,0.00220944,1.046,,,0.00163981,0.01363981,1
0_1-th Autocalled,317.873,1.0208,0,1.023,,,-0.00219834,0.00980166,1
0_1-th Autocalled,307.86,1.02541,0,1.023,,,0.0024127,0.0144127,1
0_1-th Autocalled,309.575,1.0219,0,1.023,,,-0.0010951,0.0109049,1
0_2-th Autocalled,334.602,1.04226,0,1.046,,,-0.00373868,0.00826132,1
0_1-th Autocalled,346.954,1.02275,0,1.023,,,-0.000247439,0.011752561,1
0_1-th Autocalled,347.809,1.02149,0,1.023,,,-0.00151287,0.01048713,1
1_6-th Autocalled,149.301,-0.00391298,0.00336451,0.502325,,,-0.00391298,0.00808702,1
0_1-th Autocalled,313.294,1.02203,0,1.023,,,-0.000971159,0.011028841,1
0_1-th Autocalled,291.414,1.0202,0,1.023,,,-0.00280363,0.00919637,1
0_1-th Autocalled,285.255,1.01498,0,1.023,,,-0.00801939,0.00398061,1
0_1-th Autocalled,307.363,1.02861,0,1.023,,,0.0056089,0.0176089,1
0_1-th Autocalled,311.46,1.0238,0,1.023,,,0.000796944,0.012796944,1
0_1-th Autocalled,343.876,1.02262,0,1.023,,,-0.000376758,0.011623242,1
0_1-th Autocalled,318.344,1.02088,0,1.023,,,-0.00212171,0.00987829,1
0_1-th Autocalled,292.625,1.02638,0,1.023,,,0.00338294,0.01538294,1
0_6-th Autocalled,244.454,1.14412,0,1.138,,,0.00612412,0.01812412,1
0_1-th Autocalled,291.059,1.01917,0,1.023,,,-0.0038257,0.0081743,1
0_1-th Autocalled,307.015,1.0213,0,1.023,,,-0.00170378,0.01029622,1
0_1-th Autocalled,330.796,1.0221,0,1.023,,,-0.000903616,0.011096384,1
0_1-th Autocalled,319.96,1.02836,0,1.023,,,0.00536183,0.01736183,1
1_6-th Autocalled,180.021,-0.0172064,0.00336451,0.605684,,,-0.0172064,-0.0052064,0
0_1-th Autocalled,299.694,1.02709,0,1.023,,,0.00409244,0.01609244,1
0_2-th Autocalled,336.358,1.04255,0,1.046,,,-0.00345134,0.00854866,1
0_1-th Autocalled,292.312,1.02285,0,1.023,,,-0.000150079,0.011849921,1
0_1-th Autocalled,291.642,1.02249,0,1.023,,,-0.000507911,0.011492089,1
0_1-th Autocalled,329.683,1.02154,0,1.023,,,-0.00145927,0.01054073,1
1_6-th Autocalled,258.593,1.11497,0,1.138,,,-0.0230273,-0.0110273,0
0_1-th Autocalled,307.225,1.02562,0,1.023,,,0.00261992,0.01461992,1
0_4-th Autocalled,269.586,1.74498,-0.00234428,1.092,,,0.0209902,0.0329902,1
0_2-th Autocalled,332.381,1.04815,0,1.046,,,0.00214567,0.01414567,1
0_1-th Autocalled,318.274,1.02282,0,1.023,,,-0.000184506,0.011815494,1
0_4-th Autocalled,292.443,1.10042,0,1.092,,,0.00841601,0.02041601,1
0_4-th Autocalled,269.164,1.70946,-0.00234428,1.092,,,-0.0135391,-0.0015391,0
1_6-th Autocalled,261.28,1.14689,0,1.138,,,0.00888836,0.02088836,1
0_1-th Autocalled,348.074,1.02281,0,1.023,,,-0.000193855,0.011806145,1
0_2-th Autocalled,297.688,1.0472,0,1.046,,,0.00120033,0.01320033,1
0_1-th Autocalled,307.493,1.02495,0,1.023,,,0.00195375,0.01395375,1
0_1-th Autocalled,322.019,1.02292,0,1.023,,,-8.43E-05,0.011915672,1
0_1-th Autocalled,305.34,1.02269,0,1.023,,,-0.000314714,0.011685286,1
0_1-th Autocalled,315.444,1.02141,0,1.023,,,-0.00158658,0.01041342,1
0_1-th Autocalled,310.065,1.02265,0,1.023,,,-0.000349798,0.011650202,1
0_1-th Autocalled,294.208,1.03193,0,1.023,,,0.00892884,0.02092884,1
0_1-th Autocalled,292.053,1.02552,0,1.023,,,0.0025162,0.0145162,1
0_1-th Autocalled,288.679,1.0205,0,1.023,,,-0.00250307,0.00949693,1
0_1-th Autocalled,296.158,1.02506,0,1.023,,,0.00206088,0.01406088,1
0_1-th Autocalled,283.63,-0.51469,0.00540837,1.023,,,-0.00371422,0.00828578,1
0_1-th Autocalled,339.134,1.01989,0,1.023,,,-0.00311093,0.00888907,1
0_4-th Autocalled,288.092,1.08238,0,1.092,,,-0.00962082,0.00237918,1
0_1-th Autocalled,322.866,1.02104,0,1.023,,,-0.00195758,0.01004242,1
0_1-th Autocalled,289.555,1.01883,0,1.023,,,-0.00416869,0.00783131,1
0_1-th Autocalled,379.345,1.02549,0,1.023,,,0.00249183,0.01449183,1
0_2-th Autocalled,289.937,1.04277,0,1.046,,,-0.00322997,0.00877003,1
0_1-th Autocalled,293.113,1.01791,0,1.023,,,-0.00509462,0.00690538,1
0_2-th Autocalled,301.945,1.04452,0,1.046,,,-0.00148059,0.01051941,1
0_1-th Autocalled,293.366,1.02438,0,1.023,,,0.00137911,0.01337911,1
0_3-th Autocalled,273.918,1.07314,0,1.069,,,0.00413739,0.01613739,1
0_1-th Autocalled,297.997,1.02329,0,1.023,,,0.000288748,0.012288748,1
1_6-th Autocalled,231.895,-0.0011787,0.00336451,0.780212,,,-0.0011787,0.0108213,1
0_1-th Autocalled,313.741,1.01928,0,1.023,,,-0.00371708,0.00828292,1
0_6-th Autocalled,214.735,1.14817,0,1.138,,,0.0101652,0.0221652,1
0_6-th Autocalled,291.921,1.14367,0,1.138,,,0.00566974,0.01766974,1
0_1-th Autocalled,352.684,1.02387,0,1.023,,,0.000869228,0.012869228,1
0_1-th Autocalled,299.057,1.02417,0,1.023,,,0.00117023,0.01317023,1
0_1-th Autocalled,297.453,1.02288,0,1.023,,,-0.000119469,0.011880531,1
0_1-th Autocalled,343.574,1.02434,0,1.023,,,0.00133893,0.01333893,1
1_6-th Autocalled,195.603,-0.00673327,0.00336451,0.65811,,,-0.00673327,0.00526673,1
0_1-th Autocalled,321.198,1.02014,0,1.023,,,-0.00286315,0.00913685,1
0_1-th Autocalled,313.959,1.02289,0,1.023,,,-0.000106764,0.011893236,1
0_1-th Autocalled,297.444,1.02056,0,1.023,,,-0.00244168,0.00955832,1
0_1-th Autocalled,313.876,1.02173,0,1.023,,,-0.00126985,0.01073015,1
1_6-th Autocalled,164.303,-0.0120708,0.00336451,0.552798,,,-0.0120708,-7.08E-05,0
0_1-th Autocalled,346.752,1.02327,0,1.023,,,0.000268532,0.012268532,1
0_2-th Autocalled,294.449,1.0431,0,1.046,,,-0.002905,0.009095,1
0_2-th Autocalled,294.539,1.05166,0,1.046,,,0.00565972,0.01765972,1
0_6-th Autocalled,196.95,1.10286,0,1.138,,,-0.035141,-0.023141,0
0_1-th Autocalled,322.804,1.02441,0,1.023,,,0.00140516,0.01340516,1
1_6-th Autocalled,171.023,-0.00455854,0.00336451,0.57541,,,-0.00455854,0.00744146,1
0_1-th Autocalled,310.064,1.02143,0,1.023,,,-0.00157311,0.01042689,1
0_1-th Autocalled,328.71,1.0217,0,1.023,,,-0.00129752,0.01070248,1
0_2-th Autocalled,334.136,1.04482,0,1.046,,,-0.00117585,0.01082415,1
0_1-th Autocalled,314.061,1.02343,0,1.023,,,0.000431896,0.012431896,1
1_6-th Autocalled,207.063,-0.00544592,0.00336451,0.696667,,,-0.00544592,0.00655408,1
0_1-th Autocalled,289.368,1.02145,0,1.023,,,-0.00155199,0.01044801,1
1_6-th Autocalled,197.704,-0.022277,0.00336451,0.665179,,,-0.022277,-0.010277,0
0_3-th Autocalled,326.089,1.0676,0,1.069,,,-0.00139527,0.01060473,1
0_1-th Autocalled,303.77,1.02785,0,1.023,,,0.00484741,0.01684741,1
0_1-th Autocalled,289.315,1.01984,0,1.023,,,-0.00316367,0.00883633,1
0_1-th Autocalled,324.249,1.02232,0,1.023,,,-0.000679859,0.011320141,1
0_1-th Autocalled,335.902,1.02392,0,1.023,,,0.00092363,0.01292363,1
0_1-th Autocalled,327.816,1.02346,0,1.023,,,0.000457162,0.012457162,1
0_1-th Autocalled,313.809,1.02647,0,1.023,,,0.00346808,0.01546808,1
